host_response_rate,host_acceptance_rate,latitude,longitude,bedrooms,beds,minimum_nights,accommodates,price,review_scores_rating,number_of_reviews
95%,90%,49.24574,-123.0609,1,1,30,1,$40.00,100,2
80%,50%,49.25457,-123.09779,1,1,3,4,$85.00,100,3
100%,89%,49.28039,-123.11741,1,1,30,2,$143.00,100,1
100%,100%,49.23814,-123.08486,3,3,4,6,$144.00,98,9
100%,100%,49.28035,-123.12264,1,1,2,2,$99.00,100,6
100%,97%,49.27406,-123.12626,2,3,30,5,$100.00,100,1
100%,75%,49.26973,-123.16303,1,1,30,2,$76.00,100,1
N/A,N/A,49.28498,-123.13249,1,1,30,1,$60.00,NA,0
91%,80%,49.27604,-123.11401,1,0,60,2,$110.00,NA,0
91%,80%,49.27706,-123.12068,2,0,90,4,$120.00,NA,0
96%,100%,49.25858,-123.11254,1,2,30,2,$45.00,NA,0
100%,100%,49.27908,-123.12303,3,5,1,10,$199.00,100,1
100%,100%,49.24525,-123.19132,1,1,1,2,$113.00,97,12
91%,80%,49.2741,-123.11655,1,0,60,3,$105.00,NA,0
90%,100%,49.27798,-123.07896,1,NA,2,2,$46.00,100,5
100%,88%,49.27803,-123.10897,2,2,3,4,$133.00,80,1
99%,93%,49.23072,-123.07884,1,1,30,2,$59.00,93,3
96%,100%,49.26062,-123.11166,1,1,30,2,$37.00,100,1
100%,100%,49.24302,-123.0672,2,2,30,4,$135.00,100,3
71%,93%,49.27866,-123.12308,1,2,30,4,$95.00,NA,0
N/A,N/A,49.28004,-123.10714,2,0,2,5,$200.00,NA,0
91%,80%,49.28878,-123.13412,NA,1,30,2,$83.00,NA,0
100%,100%,49.23026,-123.17554,4,5,2,8,$515.00,97,6
91%,80%,49.27425,-123.13165,1,NA,60,3,$122.00,NA,0
90%,79%,49.28013,-123.12248,NA,0,10,2,$120.00,100,2
NA,NA,49.28181,-123.10601,1,1,90,2,$105.00,NA,0
33%,100%,49.27835,-123.11075,1,1,10,4,$105.00,60,2
91%,80%,49.27386,-123.11408,1,0,60,2,$106.00,NA,0
96%,100%,49.25872,-123.11114,1,1,30,2,$34.00,NA,0
100%,100%,49.26142,-123.1404,1,1,2,4,$100.00,96,17
50%,33%,49.2613,-123.13989,3,4,30,5,$170.00,NA,0
N/A,100%,49.20653,-123.02948,1,1,5,2,$105.00,100,2
100%,92%,49.27794,-123.11906,NA,0,30,2,$95.00,NA,0
100%,100%,49.25035,-123.19247,2,3,1,5,$125.00,98,29
100%,100%,49.24031,-123.11846,2,2,30,4,$156.00,80,10
100%,80%,49.27897,-123.12721,2,2,4,4,$140.00,NA,0
100%,56%,49.26915,-123.18357,1,5,31,3,$60.00,NA,0
100%,100%,49.28062,-123.10884,2,3,2,6,$214.00,100,11
100%,56%,49.21914,-123.08085,3,0,31,3,$175.00,NA,0
100%,100%,49.28236,-123.13676,1,1,30,3,$125.00,NA,0
NA,NA,49.21539,-123.15518,1,1,30,1,$30.00,40,1
17%,50%,49.26682,-123.14628,2,3,30,5,$190.00,NA,0
N/A,N/A,49.28385,-123.13432,1,2,10,2,$100.00,NA,0
100%,60%,49.25898,-123.16179,1,1,3,4,$129.00,100,2
100%,96%,49.2102,-123.11579,2,2,30,4,$94.00,NA,0
100%,50%,49.27035,-123.16081,1,2,30,4,$100.00,NA,0
N/A,100%,49.2533,-123.19134,1,2,3,2,$98.00,80,1
91%,80%,49.27838,-123.12274,2,0,90,4,$127.00,NA,0
91%,80%,49.27815,-123.12799,1,0,60,2,$105.00,NA,0
100%,95%,49.2814,-123.10723,3,3,2,7,$206.00,92,12
100%,91%,49.25506,-123.09036,1,2,30,3,$48.00,80,1
100%,92%,49.2795,-123.12002,1,2,3,3,$169.00,98,13
97%,82%,49.27949,-123.10959,2,2,2,4,$299.00,NA,0
100%,17%,49.28375,-123.13248,2,2,1,2,$65.00,100,1
100%,100%,49.28019,-123.10695,2,3,1,4,$128.00,93,43
100%,80%,49.27977,-123.05277,2,2,3,4,$129.00,100,7
100%,88%,49.25303,-123.08994,1,2,30,3,$46.00,80,1
100%,100%,49.27928,-123.10654,1,2,1,4,$96.00,100,14
90%,83%,49.28612,-123.13836,1,3,30,4,$64.00,NA,0
99%,99%,49.28814,-123.13782,NA,1,2,2,$107.00,96,64
99%,99%,49.28751,-123.13944,1,2,2,4,$144.00,100,1
99%,99%,49.28924,-123.13932,NA,1,2,2,$112.00,100,3
99%,99%,49.28949,-123.13789,NA,1,2,2,$109.00,97,18
99%,99%,49.287350000000004,-123.13936,NA,1,2,2,$112.00,99,22
99%,99%,49.28742,-123.1386,1,2,2,4,$159.00,96,10
100%,96%,49.28425,-123.11745,1,2,30,2,$77.00,100,1
86%,78%,49.24659,-123.06762,1,1,2,1,$55.00,100,2
100%,67%,49.2804,-123.12578,1,1,30,2,$250.00,NA,0
88%,75%,49.28263,-123.12589,1,2,2,4,$153.00,99,14
99%,99%,49.28893,-123.13985,1,2,2,4,$216.00,100,1
100%,100%,49.24605,-123.08217,1,2,3,4,$100.00,NA,0
100%,98%,49.23026,-123.07289,2,2,1,4,$69.00,100,3
99%,99%,49.28932,-123.13808,NA,1,2,2,$107.00,92,5
100%,100%,49.27998,-123.11805,1,1,3,2,$121.00,95,12
100%,98%,49.23034,-123.07293,NA,1,1,2,$55.00,84,9
100%,98%,49.22864,-123.07470000000001,1,1,1,2,$54.00,91,7
100%,98%,49.2294,-123.07506,1,1,1,2,$38.00,89,11
100%,98%,49.22859,-123.07425,1,1,1,2,$43.00,90,6
100%,98%,49.22865,-123.07485,1,1,1,2,$38.00,94,10
100%,100%,49.28249,-123.10331,1,1,30,2,$70.00,80,1
100%,100%,49.28277,-123.12873,1,3,1,4,$193.00,90,2
100%,100%,49.28178,-123.10395,NA,0,3,2,$169.00,90,20
100%,40%,49.2073,-123.13857,2,1,3,1,$80.00,100,1
83%,80%,49.26954,-123.10685,1,1,30,3,$105.00,100,2
100%,82%,49.26641,-123.09584,1,2,2,4,$80.00,100,3
100%,100%,49.22117,-123.15902,2,2,1,5,$159.00,100,6
100%,98%,49.24245,-123.17768,2,2,1,8,$90.00,100,2
100%,98%,49.24112,-123.17936,1,2,1,2,$95.00,80,1
100%,100%,49.26136,-123.09972,2,2,10,6,$125.00,100,1
100%,100%,49.22258,-123.04159,2,2,30,4,$72.00,NA,0
100%,100%,49.27858,-123.09086,NA,1,4,2,$97.00,92,5
100%,100%,49.28144,-123.12445,2,2,30,4,$125.00,NA,0
100%,90%,49.2577,-123.07283,3,4,7,5,$101.00,100,2
100%,100%,49.22093,-123.03993,NA,1,30,2,$56.00,NA,0
100%,100%,49.28039,-123.10724,3,3,3,7,$236.00,89,7
100%,91%,49.28785,-123.05157,2,2,2,4,$80.00,88,5
100%,83%,49.27957,-123.09183,1,1,7,2,$170.00,100,3
100%,100%,49.28233,-123.12449,1,2,30,5,$105.00,100,1
100%,84%,49.27586,-123.12775,1,1,30,4,$155.00,NA,0
100%,96%,49.28051,-123.10771,2,2,1,4,$128.00,88,21
91%,80%,49.27419,-123.1132,1,NA,60,3,$106.00,NA,0
NA,NA,49.27752,-123.12879,1,1,7,2,$152.00,100,14
100%,91%,49.2604,-123.07852,1,1,30,2,$30.00,NA,0
33%,100%,49.27192,-123.15507,1,1,30,2,$134.00,NA,0
NA,NA,49.22301,-123.12026,1,1,30,1,$30.00,100,2
93%,95%,49.27398,-123.11627,2,2,2,3,$118.00,80,1
93%,95%,49.27357,-123.1144,2,0,1,3,$130.00,100,2
NA,NA,49.24496,-123.13296,1,2,30,2,$49.00,NA,0
100%,91%,49.25468,-123.09168,1,1,30,2,$30.00,NA,0
N/A,0%,49.28412,-123.10376,NA,1,365,2,$100.00,NA,0
N/A,100%,49.22335,-123.12824,2,2,30,3,$98.00,100,1
91%,80%,49.27412,-123.11646,1,0,60,2,$113.00,NA,0
100%,88%,49.25884,-123.07814,1,1,30,2,$33.00,NA,0
100%,88%,49.25304,-123.09153,1,1,30,2,$28.00,NA,0
100%,88%,49.25312,-123.09134,1,1,30,2,$32.00,NA,0
100%,0%,49.26488,-123.13277,2,2,180,4,$99.00,NA,0
90%,83%,49.28042,-123.12755,2,2,2,4,$250.00,90,2
100%,100%,49.27987,-123.12047,1,3,4,6,$184.00,100,3
100%,100%,49.23856,-123.17282,3,3,30,5,$342.00,NA,0
100%,100%,49.25364,-123.05425,2,2,5,4,$135.00,NA,0
NA,NA,49.28284,-123.12678,1,3,1,4,$91.00,100,3
100%,100%,49.22012,-123.05567,1,1,1,1,$40.00,100,1
N/A,N/A,49.25946,-123.13919,NA,1,3,2,$130.00,NA,0
88%,60%,49.27346,-123.14844,2,2,30,4,$135.00,NA,0
96%,90%,49.28036,-123.13342,NA,2,2,4,$168.00,98,13
100%,99%,49.28025,-123.11069,1,2,2,3,$89.00,98,17
96%,90%,49.28064,-123.13136,1,1,2,6,$233.00,100,1
100%,100%,49.27893,-123.12599,NA,1,2,2,$117.00,100,2
40%,79%,49.27396,-123.12494,1,2,5,4,$90.00,50,2
100%,82%,49.21835,-123.09623,1,1,2,4,$50.00,97,6
100%,84%,49.27595,-123.1279,1,1,30,4,$155.00,NA,0
30%,71%,49.28961,-123.13024,1,1,30,3,$69.00,NA,0
97%,85%,49.27482,-123.11915,1,1,30,2,$110.00,NA,0
96%,100%,49.2587,-123.11331,1,1,30,2,$50.00,80,1
96%,100%,49.25897,-123.11289,1,1,30,2,$50.00,NA,0
96%,100%,49.258540000000004,-123.11127,1,1,30,2,$32.00,100,1
NA,NA,49.27911,-123.12768,2,2,30,4,$180.00,NA,0
100%,99%,49.27836,-123.1222,NA,4,1,4,$137.00,NA,0
100%,100%,49.25119,-123.10458,1,2,2,4,$150.00,100,9
100%,100%,49.23483,-123.1828,1,1,31,5,$50.00,NA,0
N/A,N/A,49.24542,-123.02403,NA,1,30,1,$950.00,NA,0
96%,7%,49.27915,-123.12711,2,2,2,4,$300.00,NA,0
96%,7%,49.28087,-123.12659,1,1,2,3,$228.00,NA,0
100%,83%,49.28144,-123.11799,NA,2,30,3,$85.00,100,1
N/A,N/A,49.21241,-123.09853,1,1,30,1,$33.00,NA,0
100%,91%,49.27438,-123.10918,1,2,1,4,$309.00,99,52
100%,92%,49.28077,-123.10038,3,3,2,6,$209.00,100,8
100%,100%,49.26423,-123.06698,1,1,2,2,$89.00,100,11
97%,87%,49.27326,-123.13035,NA,0,30,2,$110.00,100,1
89%,80%,49.24857,-123.15001,1,1,6,2,$145.00,NA,0
100%,100%,49.25775,-123.09238,2,2,30,4,$80.00,100,1
100%,100%,49.24297,-123.0386,1,1,15,2,$60.00,80,1
100%,100%,49.27629,-123.12549,1,1,2,2,$114.00,97,6
97%,87%,49.27551,-123.13179,1,1,30,2,$90.00,80,1
97%,87%,49.2732,-123.13146,NA,1,30,2,$90.00,90,2
80%,60%,49.28399,-123.1299,2,2,2,4,$199.00,100,3
N/A,50%,49.26682,-123.1478,3,3,2,5,$450.00,100,1
100%,95%,49.23266,-123.11526,2,2,3,4,$125.00,100,2
NA,NA,49.21267,-123.1217,2,3,2,4,$149.00,100,1
100%,46%,49.23536,-123.03791,1,1,3,2,$60.00,NA,0
100%,46%,49.23705,-123.03729,1,2,3,2,$50.00,100,1
100%,46%,49.23765,-123.0388,1,0,3,2,$50.00,100,2
100%,46%,49.23584,-123.03898,1,1,3,2,$75.00,NA,0
100%,100%,49.26289,-123.17421,2,2,2,4,$136.00,97,6
100%,100%,49.25089,-123.07965,2,3,2,5,$107.00,100,4
100%,80%,49.2742,-123.05065,2,3,30,6,$70.00,100,1
97%,87%,49.27476,-123.12992,NA,0,30,2,$110.00,100,1
97%,87%,49.27344,-123.13161,1,1,30,2,$110.00,100,1
97%,87%,49.27528,-123.13203,1,0,30,2,$110.00,100,1
97%,87%,49.27511,-123.13186,1,1,30,2,$110.00,NA,0
97%,87%,49.27516,-123.12986,1,1,30,2,$110.00,NA,0
N/A,N/A,49.27809,-123.10953,1,1,60,1,$50.00,NA,0
97%,87%,49.27325,-123.13147,1,0,30,2,$90.00,NA,0
65%,46%,49.2899,-123.13052,2,2,5,5,$410.00,NA,0
65%,46%,49.26781,-123.18511,4,4,14,8,$652.00,NA,0
100%,100%,49.26797,-123.03763,2,2,2,4,$129.00,100,4
100%,100%,49.2703,-123.21381,1,1,1,2,$99.00,80,5
100%,100%,49.27784,-123.10827,1,1,3,2,$125.00,99,24
N/A,N/A,49.27865,-123.11916,2,3,30,5,$130.00,NA,0
0%,0%,49.2794,-123.11703,1,1,30,2,$100.00,NA,0
100%,98%,49.24314,-123.17905,1,0,1,2,$75.00,100,2
100%,98%,49.24296,-123.17897,1,0,1,8,$80.00,100,2
100%,67%,49.27776,-123.10656,2,3,2,5,$204.00,100,4
97%,3%,49.23202,-123.06878,1,1,30,2,$120.00,NA,0
100%,93%,49.21216,-123.11063,NA,1,1,2,$68.00,100,4
100%,100%,49.25612,-123.1197,1,2,2,3,$110.00,96,5
N/A,100%,49.26864,-123.10423,1,1,30,2,$299.00,NA,0
100%,89%,49.29071,-123.13007,1,1,30,2,$100.00,NA,0
91%,80%,49.27448,-123.1271,1,0,90,2,$101.00,NA,0
100%,100%,49.22139,-123.03756,1,1,3,2,$69.00,100,1
100%,100%,49.25696,-123.12144,2,2,2,4,$277.00,NA,0
89%,80%,49.24835,-123.14892999999999,3,3,5,6,$180.00,100,2
100%,100%,49.23803,-123.03086,1,1,30,2,$85.00,80,1
97%,87%,49.27323,-123.13147,NA,1,30,2,$110.00,NA,0
97%,87%,49.27338,-123.13136,NA,1,30,2,$110.00,100,1
97%,87%,49.27492,-123.13218,NA,1,30,2,$110.00,60,1
97%,87%,49.27535,-123.13078,NA,1,30,2,$110.00,NA,0
97%,87%,49.27544,-123.13215,NA,1,30,2,$90.00,NA,0
97%,87%,49.27528,-123.13143,NA,1,30,2,$110.00,NA,0
97%,87%,49.27342,-123.13045,NA,1,30,2,$110.00,NA,0
97%,87%,49.27395,-123.13012,NA,1,30,2,$110.00,NA,0
75%,100%,49.26968,-123.18304,2,2,30,4,$225.00,100,5
N/A,N/A,49.2426,-123.19575,NA,4,5,3,$65.00,NA,0
94%,98%,49.28175,-123.12883,1,1,30,2,$40.00,100,1
100%,N/A,49.28934,-123.12384,1,1,30,1,$89.00,NA,0
65%,46%,49.29045,-123.13125,2,2,6,5,$400.00,NA,0
100%,100%,49.25707,-123.17826,2,2,30,4,$125.00,NA,0
100%,100%,49.257,-123.17841,2,3,31,4,$175.00,NA,0
100%,100%,49.25644,-123.17836,1,2,31,2,$100.00,NA,0
100%,97%,49.28529,-123.12958,NA,1,1,2,$90.00,97,12
91%,80%,49.28769,-123.13413,1,1,30,2,$97.00,NA,0
N/A,N/A,49.25728,-123.15224,1,1,4,1,$80.00,NA,0
94%,100%,49.27523,-123.13433,2,2,30,4,$130.00,60,4
100%,100%,49.28644,-123.1153,2,3,30,6,$235.00,NA,0
100%,100%,49.27966,-123.10847,2,2,3,4,$116.00,95,8
67%,100%,49.27906,-123.10962,1,1,30,4,$89.00,NA,0
70%,50%,49.24946,-123.06599,3,3,1,4,$350.00,NA,0
100%,79%,49.27344,-123.15098,1,1,3,3,$145.00,NA,0
100%,0%,49.2847,-123.13447,NA,2,7,3,$98.00,NA,0
11%,100%,49.27982,-123.10743,1,1,20,4,$89.00,NA,0
100%,95%,49.24077,-123.07489,2,2,1,3,$62.00,100,8
100%,91%,49.25601,-123.11343,1,1,9,2,$86.00,100,2
100%,100%,49.27984,-123.10747,2,3,1,4,$114.00,95,27
91%,80%,49.27618,-123.12774,1,0,60,2,$104.00,NA,0
91%,80%,49.2888,-123.13204,1,1,30,2,$99.00,NA,0
N/A,N/A,49.26993,-123.18599,1,2,1,4,$90.00,100,2
30%,60%,49.26026,-123.09153,5,5,30,12,$169.00,NA,0
100%,100%,49.2804,-123.12119,1,3,30,6,$120.00,100,1
100%,90%,49.26054,-123.07034,1,1,30,1,$26.00,NA,0
100%,89%,49.27827,-123.07244,1,1,1,2,$97.00,100,4
90%,99%,49.27722,-123.11782,1,1,2,2,$108.00,100,3
100%,91%,49.27703,-123.1359,NA,1,1,2,$175.00,100,3
N/A,100%,49.20633,-123.02880999999999,1,1,30,2,$120.00,100,1
N/A,N/A,49.24686,-123.02398,NA,1,30,1,$950.00,NA,0
90%,100%,49.22304,-123.09366,1,0,30,2,$45.00,100,1
29%,100%,49.22623,-123.05851,1,1,1,4,$107.00,NA,0
71%,N/A,49.27518,-123.1303,2,3,60,5,$115.00,NA,0
N/A,N/A,49.22397,-123.12685,NA,1,365,2,$150.00,NA,0
100%,98%,49.23679,-123.1647,2,2,28,4,$135.00,100,1
100%,94%,49.28685,-123.13796,NA,2,1,4,$115.00,68,5
100%,100%,49.28054,-123.10969,3,4,1,6,$176.00,91,17
93%,87%,49.2757,-123.08549,2,3,30,5,$73.00,NA,0
100%,98%,49.28006,-123.1232,2,2,2,6,$147.00,98,12
100%,100%,49.25623,-123.02777,3,3,1,5,$111.00,96,5
100%,100%,49.27851,-123.10548,1,1,30,4,$199.00,90,2
94%,100%,49.23737,-123.11625,1,1,1,2,$127.00,80,2
100%,97%,49.28174,-123.12505,1,1,30,2,$95.00,100,1
91%,80%,49.28748,-123.13208,1,0,30,2,$90.00,NA,0
97%,100%,49.23357,-123.07877,1,2,1,2,$82.00,100,3
N/A,N/A,49.26779,-123.17811,NA,1,2,2,$85.00,NA,0
56%,N/A,49.27725,-123.12602,1,1,31,1,$50.00,NA,0
N/A,N/A,49.24585,-123.02397,1,2,1,1,"$1,700.00",NA,0
NA,NA,49.23798,-123.03062,1,0,30,1,$80.00,NA,0
56%,N/A,49.27709,-123.12722,NA,0,40,2,$53.00,NA,0
100%,100%,49.22864,-123.20374,3,3,4,6,$490.00,NA,0
80%,95%,49.274,-123.12274,1,0,30,2,$50.00,60,1
100%,94%,49.288,-123.12458,1,1,2,2,$219.00,NA,0
100%,100%,49.28406,-123.12215,1,2,1,3,$200.00,100,1
0%,N/A,49.28852,-123.12485,2,0,30,6,$150.00,NA,0
90%,79%,49.27804,-123.12221,NA,NA,10,2,$120.00,NA,0
57%,100%,49.27478,-123.13442,5,4,10,10,$499.00,NA,0
100%,100%,49.25397,-123.05608,2,2,7,4,$145.00,80,1
100%,100%,49.27702,-123.13366,2,1,30,3,$90.00,NA,0
97%,85%,49.27226,-123.1256,1,1,30,2,$100.00,100,1
100%,100%,49.21165,-123.06169,2,2,1,4,$100.00,73,3
100%,100%,49.22926,-123.10164,2,3,30,2,$65.00,NA,0
100%,96%,49.24945,-123.1176,2,2,30,4,$150.00,100,1
93%,95%,49.27985,-123.10702,2,2,2,4,$200.00,80,1
93%,95%,49.27795,-123.10867,2,2,2,4,$200.00,NA,0
93%,95%,49.2787,-123.11385,2,2,2,4,$200.00,80,1
NA,NA,49.25183,-123.0919,2,2,2,5,$115.00,NA,0
93%,95%,49.27804,-123.11302,2,2,2,4,$145.00,NA,0
93%,95%,49.27724,-123.11244,2,2,2,4,$200.00,NA,0
93%,95%,49.27543,-123.11457,2,2,2,4,$200.00,60,2
93%,95%,49.27864,-123.11162,1,1,2,2,$210.00,NA,0
93%,95%,49.27695,-123.11321,2,2,2,4,$132.00,100,1
90%,80%,49.27897,-123.108,3,3,2,5,$150.00,NA,0
100%,97%,49.27764,-123.12918,3,3,2,5,$160.00,93,6
93%,100%,49.2589,-123.11336,1,2,30,2,$45.00,NA,0
93%,78%,49.28077,-123.10715,2,2,1,5,$244.00,100,2
93%,100%,49.25898,-123.11152,1,NA,30,2,$37.00,NA,0
100%,95%,49.27926,-123.1004,1,1,3,3,$120.00,95,4
100%,80%,49.22499,-123.08927,1,1,58,2,$70.00,NA,0
100%,100%,49.28166,-123.12625,2,2,30,4,$242.00,NA,0
100%,100%,49.27366,-123.12879,1,1,30,2,$150.00,100,1
100%,83%,49.23873,-123.11744,1,2,30,4,$144.00,NA,0
100%,83%,49.23775,-123.14987,1,2,3,5,$108.00,95,4
100%,100%,49.27707,-123.13194,NA,2,89,2,$47.00,NA,0
100%,100%,49.26437,-123.1615,1,NA,30,1,$55.00,NA,0
100%,75%,49.26706,-123.15952,2,2,30,3,$200.00,NA,0
100%,100%,49.24542,-123.10349,1,1,1,2,$99.00,100,9
97%,85%,49.27937,-123.12765,1,NA,30,2,$89.00,100,1
99%,93%,49.25413,-123.18998,1,1,1,2,$39.00,NA,0
78%,100%,49.27453,-123.1166,1,2,30,4,$80.00,NA,0
N/A,N/A,49.27872,-123.10109,1,1,30,2,$80.00,NA,0
100%,84%,49.2815,-123.11682,1,1,30,2,$151.00,NA,0
78%,100%,49.27574,-123.11657,1,1,30,4,$80.00,NA,0
100%,N/A,49.27669,-123.09497,1,1,30,1,$45.00,NA,0
NA,NA,49.26016,-123.12614,1,1,30,2,$80.00,100,1
100%,84%,49.28145,-123.11641,1,1,30,2,$151.00,NA,0
91%,80%,49.28406,-123.12878,1,1,30,2,$110.00,NA,0
100%,100%,49.26073,-123.21111,2,2,1,4,$90.00,85,4
100%,0%,49.27582,-123.12612,2,2,30,4,$200.00,NA,0
91%,80%,49.28406,-123.12878,NA,1,30,2,$75.00,NA,0
91%,80%,49.28406,-123.12878,NA,1,30,2,$101.00,NA,0
91%,80%,49.28406,-123.12878,NA,1,30,2,$97.00,NA,0
91%,80%,49.28406,-123.12878,1,1,30,2,$125.00,NA,0
91%,80%,49.28406,-123.12878,2,1,30,4,$156.00,NA,0
91%,80%,49.28406,-123.12878,2,1,30,4,$161.00,NA,0
93%,100%,49.2589,-123.11185,1,NA,30,1,$32.00,NA,0
100%,100%,49.28844,-123.12299,2,2,1,5,$152.00,100,5
100%,100%,49.26161,-123.10126,1,1,21,3,$100.00,NA,0
100%,84%,49.28112,-123.11662,1,1,30,2,$151.00,NA,0
100%,84%,49.27975,-123.1167,1,1,30,2,$151.00,NA,0
100%,100%,49.24429,-123.09282,2,2,3,2,$80.00,100,1
93%,95%,49.27562,-123.11447,2,2,30,3,$145.00,NA,0
100%,84%,49.28359,-123.12981,1,1,30,4,$160.00,NA,0
100%,84%,49.2831,-123.12934,1,2,30,4,$160.00,NA,0
100%,84%,49.28304,-123.12853,NA,1,30,2,$140.00,NA,0
100%,84%,49.28319,-123.12807,NA,2,30,3,$140.00,NA,0
100%,84%,49.28516,-123.12906,NA,1,30,2,$140.00,NA,0
91%,80%,49.28406,-123.12878,NA,1,30,2,$75.00,NA,0
100%,100%,49.27991,-123.10826,2,2,3,4,$131.00,100,3
N/A,N/A,49.22871,-123.12137,1,1,31,2,$40.00,NA,0
99%,93%,49.23069,-123.07864,NA,1,30,2,$45.00,NA,0
100%,90%,49.22067,-123.13884,1,1,1,2,$67.00,87,3
100%,N/A,49.27698,-123.12777,1,0,30,2,$149.00,NA,0
100%,100%,49.26698,-123.12909,3,4,3,6,$400.00,100,1
100%,100%,49.26573,-123.09855,2,4,30,4,$137.00,100,2
91%,80%,49.28406,-123.12878,NA,1,30,2,$74.00,NA,0
91%,80%,49.28406,-123.12878,1,1,30,2,$120.00,NA,0
91%,80%,49.28406,-123.12878,1,1,30,2,$108.00,40,1
100%,100%,49.22701,-123.11227,1,0,30,1,$39.00,NA,0
100%,86%,49.28018,-123.09981,NA,1,30,2,$80.00,NA,0
96%,100%,49.25859,-123.11156,1,1,30,1,$34.00,NA,0
100%,100%,49.28822,-123.12637,2,2,30,4,$210.00,100,1
91%,80%,49.28406,-123.12878,NA,1,30,2,$97.00,NA,0
91%,80%,49.28406,-123.12878,NA,1,30,2,$92.00,NA,0
91%,80%,49.28406,-123.12878,1,1,30,2,$110.00,NA,0
91%,80%,49.28406,-123.12878,NA,1,30,2,$92.00,NA,0
91%,80%,49.28406,-123.12878,NA,1,30,2,$93.00,NA,0
100%,95%,49.2805,-123.10758,3,3,2,6,$150.00,87,6
100%,100%,49.28274,-123.06201,2,3,30,5,$84.00,NA,0
100%,100%,49.27312,-123.15629,1,1,1,4,$127.00,91,7
91%,80%,49.28406,-123.12878,NA,1,30,2,$97.00,NA,0
91%,80%,49.28406,-123.12878,1,1,30,2,$140.00,NA,0
91%,80%,49.28406,-123.12878,NA,1,30,2,$106.00,NA,0
91%,80%,49.28406,-123.12878,NA,1,30,2,$106.00,NA,0
100%,84%,49.28517,-123.12847,1,1,30,3,$175.00,NA,0
100%,100%,49.27736,-123.1293,2,2,1,4,$189.00,80,3
100%,100%,49.27928,-123.12835,2,2,1,4,$219.00,NA,0
93%,100%,49.25872,-123.11108,1,NA,30,1,$34.00,NA,0
100%,100%,49.23667,-123.11714,1,1,1,3,$75.00,NA,0
100%,100%,49.28464,-123.06194,2,2,1,6,$74.00,100,5
100%,63%,49.27965,-123.10892,2,2,30,4,$140.00,NA,0
100%,100%,49.27901,-123.12924,2,2,1,4,$189.00,100,3
100%,67%,49.28666,-123.12343,1,1,30,2,$100.00,NA,0
100%,100%,49.21332,-123.14215,2,3,1,4,$139.00,80,1
100%,100%,49.28004,-123.10825,1,3,1,4,$119.00,100,3
100%,100%,49.27677,-123.10926,3,4,2,8,$188.00,93,6
90%,80%,49.21986,-123.08982,1,2,2,4,$99.00,90,2
100%,90%,49.27884,-123.1074,2,3,2,5,$155.00,100,7
91%,80%,49.27706,-123.1304,1,NA,60,2,$95.00,NA,0
91%,80%,49.28658,-123.13224,2,2,30,4,$118.00,NA,0
92%,78%,49.27846,-123.10954,3,3,2,7,$298.00,100,2
97%,87%,49.27332,-123.132,NA,1,30,2,$90.00,NA,0
97%,85%,49.27294,-123.12649,1,1,30,2,$100.00,NA,0
100%,100%,49.28217,-123.08344,2,2,2,4,$128.00,100,2
100%,96%,49.24084,-123.11888,1,2,2,3,$117.00,93,3
100%,96%,49.27877,-123.0995,2,3,2,6,$200.00,100,3
100%,75%,49.27867,-123.1085,2,2,3,4,$158.00,100,1
100%,100%,49.24191,-123.04917,NA,1,2,2,$85.00,NA,0
100%,100%,49.25301,-123.05765,2,3,1,6,$100.00,93,3
92%,100%,49.27942,-123.10823,3,4,1,6,$166.00,100,6
100%,74%,49.2232,-123.06303,1,1,30,1,$23.00,NA,0
100%,100%,49.23139,-123.07863,1,1,1,4,$79.00,80,2
91%,80%,49.28406,-123.12878,1,1,30,2,$110.00,NA,0
67%,100%,49.27618,-123.12412,1,2,31,4,$130.00,80,1
100%,100%,49.27532,-123.05847,1,1,1,2,$56.00,100,5
100%,89%,49.28916,-123.14332,1,1,30,2,$160.00,100,1
100%,100%,49.25083,-123.17869,5,5,14,8,$785.00,NA,0
95%,90%,49.27404,-123.13365,2,2,90,4,$183.00,NA,0
100%,67%,49.27807,-123.12173,1,2,2,4,$163.00,100,1
100%,100%,49.27915,-123.12704,2,2,30,6,$192.00,NA,0
100%,97%,49.27939,-123.10748,3,3,2,5,$150.00,100,2
100%,100%,49.2743,-123.15123,2,2,2,4,$179.00,96,5
N/A,N/A,49.27616,-123.1321,2,2,90,4,$234.00,NA,0
93%,95%,49.27548,-123.11461,2,2,30,3,$120.00,NA,0
100%,N/A,49.27455,-123.13219,1,1,30,4,$200.00,NA,0
100%,100%,49.274,-123.15117,2,2,2,4,$187.00,100,3
100%,100%,49.23158,-123.08073,1,1,1,2,$99.00,100,1
70%,100%,49.27734,-123.12945,1,1,10,3,$59.00,20,1
75%,100%,49.25607,-123.1188,2,2,30,3,$100.00,NA,0
82%,96%,49.27824,-123.10885,1,1,1,5,$123.00,100,2
N/A,N/A,49.21001,-123.11529,NA,1,30,2,$76.00,NA,0
100%,100%,49.27717,-123.12697,2,2,30,6,$185.00,NA,0
100%,100%,49.279,-123.12874,2,3,30,6,$315.00,NA,0
100%,100%,49.26574,-123.14715,1,NA,5,2,$109.00,100,2
50%,100%,49.23699,-123.18451,1,1,1,1,$100.00,NA,0
100%,100%,49.27371,-123.12721,1,1,7,2,$143.00,100,2
